"iid","gender","wave","match","dec_o","age","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","dec","attr","sinc","intel","fun","amb","shar","prob"
27,0,2,0,1,22,5,17,10,18,20,25,10,0,2,4,7,3,6,2,2
27,0,2,0,1,22,5,17,10,18,20,25,10,0,5,6,6,4,3,4,1
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,0,3,6,6,6,5,2,4
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,2,6,5,4,5,2,2
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,3,5,8,5,8,3,3
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,0,4,6,5,4,4,3,4
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,4,6,7,4,5,2,4
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,4,6,5,3,3,3,3
28,0,2,1,1,26,NA,NA,NA,NA,NA,NA,NA,1,7,8,8,8,5,9,6
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,4,6,6,5,4,3,5
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,0,6,6,5,6,4,4,4
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,3,5,7,5.5,5,4,3
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,0,5,8,9,5,8,6,5
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,1,5,4.5,6,4,5.5,6,4
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,1,6,6,7,5,6,7,6
28,0,2,0,0,26,NA,NA,NA,NA,NA,NA,NA,0,4,5,6.5,5,5,6,4
28,0,2,0,1,26,NA,NA,NA,NA,NA,NA,NA,0,4,6,6,5,6,6,4
29,0,2,0,0,22,7,20,22,18,15,15,10,0,4,9,4,4,5,NA,4
29,0,2,0,0,22,7,20,22,18,15,15,10,0,4,8,6,3,6,NA,4
29,0,2,0,0,22,7,20,22,18,15,15,10,0,6,8,7,5,5,NA,3
29,0,2,0,0,22,7,20,22,18,15,15,10,0,5,7,5,3,5,NA,4
29,0,2,1,1,22,7,20,22,18,15,15,10,1,8,6,7,3,7,2,4
29,0,2,1,1,22,7,20,22,18,15,15,10,1,6,8,7,4,7,2,4
29,0,2,0,0,22,7,20,22,18,15,15,10,1,8,6,6,5,NA,NA,4
29,0,2,0,0,22,7,20,22,18,15,15,10,0,5,6,6,7,6,NA,4
29,0,2,0,0,22,7,20,22,18,15,15,10,1,8,7,8,8,8,6,5
29,0,2,0,1,22,7,20,22,18,15,15,10,0,7,5,6,8,6,4,6
29,0,2,0,0,22,7,20,22,18,15,15,10,1,7,7,7,7,7,NA,5
29,0,2,0,0,22,7,20,22,18,15,15,10,1,6,7,7,4,6,6,5
29,0,2,0,0,22,7,20,22,18,15,15,10,1,6,8,8,5,7,5,7
29,0,2,0,0,22,7,20,22,18,15,15,10,1,9,8,8,5,7,NA,5
29,0,2,0,0,22,7,20,22,18,15,15,10,0,6,7,6,4,6,5,4
29,0,2,0,0,22,7,20,22,18,15,15,10,1,6,8,7,6,5,3,6
30,0,2,0,0,23,3,10,20,20,20,20,10,0,3,6,6,5,6,5,5
30,0,2,0,0,23,3,10,20,20,20,20,10,0,8,9,8,5,9,5,5
30,0,2,0,0,23,3,10,20,20,20,20,10,0,6,7,8,7,8,7,6
30,0,2,0,0,23,3,10,20,20,20,20,10,0,4,6,6,5,7,6,5
30,0,2,0,1,23,3,10,20,20,20,20,10,0,6,9,7,5,6,3,4
30,0,2,0,1,23,3,10,20,20,20,20,10,0,4,5,5,2,6,5,3
30,0,2,0,0,23,3,10,20,20,20,20,10,0,8,7,7,7,5,5,6
30,0,2,0,0,23,3,10,20,20,20,20,10,0,5,5,5,7,7,6,6
30,0,2,0,0,23,3,10,20,20,20,20,10,0,7,7,5,7,5,7,7
30,0,2,1,1,23,3,10,20,20,20,20,10,1,8,7,7,7,7,7,7
30,0,2,0,0,23,3,10,20,20,20,20,10,1,7,7,8,8,7,7,4
30,0,2,0,0,23,3,10,20,20,20,20,10,0,5,5,5,2,4,3,4
30,0,2,0,0,23,3,10,20,20,20,20,10,0,3,7,8,6,7,5,7
30,0,2,0,0,23,3,10,20,20,20,20,10,1,7,7,8,7,9,7,6
30,0,2,0,0,23,3,10,20,20,20,20,10,0,3,5,8,4,7,6,5
30,0,2,1,1,23,3,10,20,20,20,20,10,1,7,7,8,8,7,8,5
31,0,2,0,0,24,5,35,10,20,20,10,5,0,4,6,6,6,6,4,4
31,0,2,0,0,24,5,35,10,20,20,10,5,0,3,6,6,3,6,2,NA
31,0,2,0,0,24,5,35,10,20,20,10,5,0,4,5,6,5,6,4,3
31,0,2,0,1,24,5,35,10,20,20,10,5,0,4,5,6,5,5,5,4
31,0,2,0,1,24,5,35,10,20,20,10,5,0,4,6,7,5,8,5,4
31,0,2,0,1,24,5,35,10,20,20,10,5,0,4,5,7,3,6,4,4
31,0,2,0,1,24,5,35,10,20,20,10,5,0,9,6,7,7,6,5,4
31,0,2,0,1,24,5,35,10,20,20,10,5,0,2,3,4,2,6,2,3
31,0,2,1,1,24,5,35,10,20,20,10,5,1,8,9,8,8,8,8,8
31,0,2,1,1,24,5,35,10,20,20,10,5,1,7,8,8,6,7,5,8
31,0,2,1,1,24,5,35,10,20,20,10,5,1,9,7,8,9,8,8,9
31,0,2,0,1,24,5,35,10,20,20,10,5,0,4,6,5,5,5,5,4
31,0,2,0,1,24,5,35,10,20,20,10,5,0,3,8,8,5,5,5,4
31,0,2,0,1,24,5,35,10,20,20,10,5,0,7,7,7,6,6,6,6
31,0,2,0,1,24,5,35,10,20,20,10,5,0,4,5,6,4,5,5,5
31,0,2,1,1,24,5,35,10,20,20,10,5,1,9,8,7,10,9,8,9
32,0,2,0,0,27,3,50,0,50,0,0,0,0,4,8,7,9,NA,6,5
32,0,2,0,0,27,3,50,0,50,0,0,0,0,7,8,9,NA,9,7,5
32,0,2,0,0,27,3,50,0,50,0,0,0,0,5,6,6,7,8,NA,5
32,0,2,0,0,27,3,50,0,50,0,0,0,0,5,7,7,6,9,5,3
32,0,2,0,1,27,3,50,0,50,0,0,0,0,5,7,9,5,4,6,3
32,0,2,0,1,27,3,50,0,50,0,0,0,0,8,8,9,5,9,6,5
32,0,2,0,1,27,3,50,0,50,0,0,0,0,8,9,8,NA,8,7,5
32,0,2,0,1,27,3,50,0,50,0,0,0,0,7,9,8,7,8,8,5
32,0,2,0,0,27,3,50,0,50,0,0,0,0,7,8,7,9,6,4,2
32,0,2,0,1,27,3,50,0,50,0,0,0,0,6,8,9,9,6,6,5
32,0,2,0,1,27,3,50,0,50,0,0,0,0,7,8,8,9,8,4,3
32,0,2,0,0,27,3,50,0,50,0,0,0,0,5,6,7,6,7,5,3
32,0,2,0,1,27,3,50,0,50,0,0,0,0,4,7,6,6,9,4,3
32,0,2,0,1,27,3,50,0,50,0,0,0,0,7,6,9,8,9,9,5
32,0,2,0,1,27,3,50,0,50,0,0,0,0,7,6,9,8,9,9,5
32,0,2,0,0,27,3,50,0,50,0,0,0,0,8,8,7,9,7,5,3
33,0,2,0,0,30,4,30,20,30,10,0,10,1,6,8,7,10,7,4,5
33,0,2,0,1,30,4,30,20,30,10,0,10,0,2,6,7,4,6,2,2
33,0,2,0,0,30,4,30,20,30,10,0,10,0,6,8,6,6,6,5,3
33,0,2,0,0,30,4,30,20,30,10,0,10,1,5,7,7,5,7,5,3
33,0,2,0,1,30,4,30,20,30,10,0,10,0,5,6,6,2,5,7,2
33,0,2,0,0,30,4,30,20,30,10,0,10,0,6,6,7,3,7,3,2
33,0,2,0,0,30,4,30,20,30,10,0,10,0,8,7,9,5,6,4,2
33,0,2,0,1,30,4,30,20,30,10,0,10,0,4,5,6,7,7,4,2
33,0,2,0,0,30,4,30,20,30,10,0,10,1,8,7,6,6,7,8,3
33,0,2,0,1,30,4,30,20,30,10,0,10,0,6,7,8,5,7,5,2
33,0,2,0,0,30,4,30,20,30,10,0,10,1,7,9,7,7,10,5,3
33,0,2,0,0,30,4,30,20,30,10,0,10,0,7,5,9,1,9,2,1
33,0,2,0,0,30,4,30,20,30,10,0,10,1,9,9,8,9,7,9,4
33,0,2,0,0,30,4,30,20,30,10,0,10,0,8,7,5,6,7,4,3
33,0,2,0,0,30,4,30,20,30,10,0,10,0,5,6,5,5,6,8,2
33,0,2,0,0,30,4,30,20,30,10,0,10,0,7,7,6,6,6,4,2
34,0,2,0,0,21,6,30,5,30,15,15,5,0,4,4,5,4,4,NA,6
34,0,2,0,1,21,6,30,5,30,15,15,5,0,3,4,7,4,4,NA,7
34,0,2,0,0,21,6,30,5,30,15,15,5,0,5,4,5,6,7,6,5
34,0,2,0,0,21,6,30,5,30,15,15,5,0,4,4,6,4,6,NA,4
34,0,2,0,1,21,6,30,5,30,15,15,5,0,4,6,5,4,5,3,4
34,0,2,0,1,21,6,30,5,30,15,15,5,0,4,5,6,5,6,5,3
34,0,2,1,1,21,6,30,5,30,15,15,5,1,9,8,9,7,8,NA,8
34,0,2,0,1,21,6,30,5,30,15,15,5,0,3,3,5,3,5,3,4
34,0,2,0,1,21,6,30,5,30,15,15,5,0,5,4,3,3,2,2,4
34,0,2,1,1,21,6,30,5,30,15,15,5,1,7,8,8,7,8,6,7
34,0,2,0,1,21,6,30,5,30,15,15,5,0,4,4,6,6,7,4,5
34,0,2,0,0,21,6,30,5,30,15,15,5,0,3,3,4,2,2,2,3
34,0,2,0,0,21,6,30,5,30,15,15,5,0,4,4,5,4,5,3,3
34,0,2,0,1,21,6,30,5,30,15,15,5,0,5,4,6,3,7,3,4
34,0,2,0,1,21,6,30,5,30,15,15,5,0,4,6,6,5,7,3,4
34,0,2,0,1,21,6,30,5,30,15,15,5,0,4,4,5,6,6,5,3
35,0,2,0,0,25,7,20,23,23,22,7,5,1,6,8,9,7,7,8,7
35,0,2,0,0,25,7,20,23,23,22,7,5,0,5,9,8,6,7,6,7
35,0,2,0,0,25,7,20,23,23,22,7,5,0,6,8,9,8,7,9,6
35,0,2,0,1,25,7,20,23,23,22,7,5,0,6,8,8,8,7,7,8
35,0,2,0,1,25,7,20,23,23,22,7,5,0,5,8,7,7,7,5,6
35,0,2,1,1,25,7,20,23,23,22,7,5,1,7,8,9,7,8,9,8
35,0,2,1,1,25,7,20,23,23,22,7,5,1,8,8,9,9,8,10,8
35,0,2,0,1,25,7,20,23,23,22,7,5,0,5,6,8,8,7,8,8
35,0,2,0,0,25,7,20,23,23,22,7,5,1,8,8,7,8,7,6,7
35,0,2,1,1,25,7,20,23,23,22,7,5,1,7,9,9,9,9,10,8
35,0,2,1,1,25,7,20,23,23,22,7,5,1,6,8,8,10,8,9,10
35,0,2,0,0,25,7,20,23,23,22,7,5,1,8,8,6,6,7,6,5
35,0,2,0,1,25,7,20,23,23,22,7,5,0,6,7,10,7,7,9,8
35,0,2,1,1,25,7,20,23,23,22,7,5,1,8,8,8,8,8,6,7
35,0,2,0,1,25,7,20,23,23,22,7,5,0,6,8,8,6,7,9,8
35,0,2,0,1,25,7,20,23,23,22,7,5,0,6,8,8,8,8,6,8
36,0,2,0,0,26,6,20,25,20,15,15,5,0,2,5,2,3,1,3,5
36,0,2,0,0,26,6,20,25,20,15,15,5,0,1,2,2,1,8,2,5
36,0,2,0,0,26,6,20,25,20,15,15,5,0,2,2,4,1,5,1,3
36,0,2,0,1,26,6,20,25,20,15,15,5,0,1,1,1,1,1,1,6
36,0,2,0,1,26,6,20,25,20,15,15,5,0,1,1,1,1,1,1,5
36,0,2,0,1,26,6,20,25,20,15,15,5,0,2,2,5,2,8,4,5
36,0,2,0,0,26,6,20,25,20,15,15,5,0,2,5,4,3,4,2,5
36,0,2,0,1,26,6,20,25,20,15,15,5,0,1,3,5,1,2,1,6
36,0,2,0,0,26,6,20,25,20,15,15,5,0,3,1,2,2,2,3,5
36,0,2,1,1,26,6,20,25,20,15,15,5,1,4,5,8,8,10,8,5
36,0,2,0,0,26,6,20,25,20,15,15,5,0,5,4,8,5,8,3,3
36,0,2,1,1,26,6,20,25,20,15,15,5,1,5,2,6,2,5,4,6
36,0,2,0,1,26,6,20,25,20,15,15,5,0,1,5,5,2,5,2,6
36,0,2,0,0,26,6,20,25,20,15,15,5,1,9,8,8,5,6,7,6
36,0,2,0,0,26,6,20,25,20,15,15,5,0,3,4,6,4,5,2,5
36,0,2,0,1,26,6,20,25,20,15,15,5,0,5,6,8,6,8,4,5
37,0,2,0,0,27,7,10,10,30,25,10,15,0,2,4,5,4,4,3,6
37,0,2,0,0,27,7,10,10,30,25,10,15,0,2,5,6,3,4,3,5
37,0,2,0,0,27,7,10,10,30,25,10,15,1,4,4,6,7,5,4,5
37,0,2,0,0,27,7,10,10,30,25,10,15,0,4,7,8,2,6,2,2
37,0,2,1,1,27,7,10,10,30,25,10,15,1,7,6,8,6,9,6,7
37,0,2,0,1,27,7,10,10,30,25,10,15,0,6,4,7,4,5,2,3
37,0,2,0,0,27,7,10,10,30,25,10,15,1,8,5,9,7,6,5,6
37,0,2,0,0,27,7,10,10,30,25,10,15,0,3,5,7,6,6,6,5
37,0,2,0,0,27,7,10,10,30,25,10,15,1,8,5,6,9,4,6,6
37,0,2,0,0,27,7,10,10,30,25,10,15,0,6,5,5,4,4,4,3
37,0,2,0,0,27,7,10,10,30,25,10,15,1,6,3,6,8,4,4,4
37,0,2,0,0,27,7,10,10,30,25,10,15,1,7,4,7,7,6,8,2
37,0,2,1,1,27,7,10,10,30,25,10,15,1,2,6,6,6,4,5,5
37,0,2,0,0,27,7,10,10,30,25,10,15,1,7,7,7,4,7,4,4
37,0,2,0,0,27,7,10,10,30,25,10,15,0,4,3,4,2,3,3,3
37,0,2,0,0,27,7,10,10,30,25,10,15,1,5,7,6,7,4,5,4
38,0,2,0,0,23,2,50,10,20,10,10,0,0,2,8,10,3,10,3,1
38,0,2,0,0,23,2,50,10,20,10,10,0,0,1,1,10,1,10,1,1
38,0,2,0,0,23,2,50,10,20,10,10,0,0,8,8,10,7,7,7,1
38,0,2,0,0,23,2,50,10,20,10,10,0,0,3,7,10,4,8,2,1
38,0,2,0,1,23,2,50,10,20,10,10,0,0,5,10,7,4,5,7,1
38,0,2,0,1,23,2,50,10,20,10,10,0,0,6,6,8,3,8,3,1
38,0,2,0,1,23,2,50,10,20,10,10,0,0,10,6,6,9,5,3,2
38,0,2,0,1,23,2,50,10,20,10,10,0,0,7,9,7,7,4,3,2
38,0,2,0,0,23,2,50,10,20,10,10,0,1,8,6,5,8,5,3,4
38,0,2,1,1,23,2,50,10,20,10,10,0,1,9,9,9,8,5,3,2
38,0,2,1,1,23,2,50,10,20,10,10,0,1,8,8,8,9,9,7,6
38,0,2,0,0,23,2,50,10,20,10,10,0,0,8,7,9,8,8,3,1
38,0,2,0,0,23,2,50,10,20,10,10,0,0,2,9,9,3,8,3,2
38,0,2,0,0,23,2,50,10,20,10,10,0,0,3,9,9,3,9,5,1
38,0,2,0,0,23,2,50,10,20,10,10,0,0,3,9,9,5,9,5,1
38,0,2,1,1,23,2,50,10,20,10,10,0,1,8,8,8,8,9,8,6
39,0,2,0,0,24,2,20,20,20,15,15,10,1,6,7,9,9,9,8,6
39,0,2,0,0,24,2,20,20,20,15,15,10,0,3,10,9,6,8,NA,5
39,0,2,0,0,24,2,20,20,20,15,15,10,1,5,5,9,7,9,NA,6
39,0,2,0,0,24,2,20,20,20,15,15,10,1,7,9,8,7,6,5,7
39,0,2,0,1,24,2,20,20,20,15,15,10,0,4,7,7,4,5,1,1
39,0,2,0,0,24,2,20,20,20,15,15,10,0,4,5,7,1,5,1,1
39,0,2,0,0,24,2,20,20,20,15,15,10,0,8,6,9,9,6,NA,2
39,0,2,1,1,24,2,20,20,20,15,15,10,1,5,5,8,8,5,7,5
39,0,2,0,0,24,2,20,20,20,15,15,10,1,8,5,6,7,5,5,3
39,0,2,0,0,24,2,20,20,20,15,15,10,0,5,7,7,7,9,NA,3
39,0,2,0,0,24,2,20,20,20,15,15,10,1,5,6,8,10,8,NA,5
39,0,2,0,0,24,2,20,20,20,15,15,10,0,3,1,8,1,9,NA,1
39,0,2,0,0,24,2,20,20,20,15,15,10,1,3,9,9,6,9,NA,2
39,0,2,0,0,24,2,20,20,20,15,15,10,1,8,7,9,5,5,NA,5
39,0,2,0,0,24,2,20,20,20,15,15,10,0,4,8,8,5,6,NA,3
39,0,2,0,0,24,2,20,20,20,15,15,10,0,6,7,8,10,7,NA,3
40,1,2,0,0,25,3,25,20,25,20,10,0,0,3,10,10,6,4,7,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,4,10,8,8,6,4,1
40,1,2,0,1,25,3,25,20,25,20,10,0,0,5,4,3,7,4,3,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,5,10,9,9,8,5,3
40,1,2,0,0,25,3,25,20,25,20,10,0,0,8,10,9,9,8,4,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,8,9,9,8,7,4,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,9,8,6,8,7,5,2
40,1,2,0,0,25,3,25,20,25,20,10,0,0,8,8,7,8,7,3,2
40,1,2,0,0,25,3,25,20,25,20,10,0,0,5,6,3,4,3,3,NA
40,1,2,0,0,25,3,25,20,25,20,10,0,0,6,6,8,7,8,4,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,7,5,4,4,8,3,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,8,10,10,7,8,4,1
40,1,2,0,1,25,3,25,20,25,20,10,0,0,6,10,10,8,5,3,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,8,7,6,8,6,4,2
40,1,2,0,1,25,3,25,20,25,20,10,0,0,5,6,6,5,7,3,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,5,8,9,7,8,4,2
40,1,2,0,0,25,3,25,20,25,20,10,0,0,4,6,8,7,6,3,1
40,1,2,0,0,25,3,25,20,25,20,10,0,0,8,9,10,9,10,7,1
40,1,2,0,1,25,3,25,20,25,20,10,0,0,3,10,9,10,4,4,1
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,8,8,8,8,8,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,1,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,1,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,1,8,8,8,8,8,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,1,8,8,8,8,8,8,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,8,8,8,8,8,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,10,10,10,10,10,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,8,8,8,8,8,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,10,10,10,10,10,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,1,10,10,10,10,10,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,1,10,10,10,10,10,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,10,5,10,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA
41,1,2,0,0,30,7,30,20,10,30,0,10,0,5,5,5,10,5,NA,1
42,1,2,0,1,23,6,20,25,20,15,10,10,0,3,10,9,5,9,2,7
42,1,2,0,0,23,6,20,25,20,15,10,10,0,3,6,8,5,5,1,1
42,1,2,0,1,23,6,20,25,20,15,10,10,0,6,10,9,8,9,NA,8
42,1,2,0,0,23,6,20,25,20,15,10,10,0,7,6,7,9,8,2,1
42,1,2,0,0,23,6,20,25,20,15,10,10,1,8,9,7,7,5,NA,6
42,1,2,0,0,23,6,20,25,20,15,10,10,1,7,8,8,9,8,NA,4
42,1,2,0,0,23,6,20,25,20,15,10,10,1,8,9,8,9,8,NA,6
42,1,2,0,0,23,6,20,25,20,15,10,10,1,7,10,9,8,9,NA,6
42,1,2,0,0,23,6,20,25,20,15,10,10,0,3,8,7,5,8,NA,1
42,1,2,0,0,23,6,20,25,20,15,10,10,0,4,7,7,6,6,NA,2
42,1,2,0,0,23,6,20,25,20,15,10,10,0,8,7,8,2,9,NA,3
42,1,2,0,0,23,6,20,25,20,15,10,10,0,5,9,10,8,10,4,4
42,1,2,0,0,23,6,20,25,20,15,10,10,0,6,10,10,8,10,6,2
42,1,2,0,0,23,6,20,25,20,15,10,10,0,6,9,7,6,6,3,6
42,1,2,0,0,23,6,20,25,20,15,10,10,0,3,8,7,7,10,4,1
42,1,2,0,0,23,6,20,25,20,15,10,10,0,4,7,7,5,6,NA,3
42,1,2,0,1,23,6,20,25,20,15,10,10,0,4,8,9,6,4,NA,2
42,1,2,0,0,23,6,20,25,20,15,10,10,0,6,10,9,8,10,NA,5
42,1,2,0,1,23,6,20,25,20,15,10,10,0,4,9,8,6,6,5,2
43,1,2,0,0,24,3,25,35,30,10,0,0,0,4,5,6,4,6,2,2
43,1,2,0,0,24,3,25,35,30,10,0,0,0,4,5,5,3,5,1,2
43,1,2,1,1,24,3,25,35,30,10,0,0,1,4,6,5,4,3,2,4
43,1,2,0,0,24,3,25,35,30,10,0,0,0,5,5,6,4,7,2,5
43,1,2,0,0,24,3,25,35,30,10,0,0,1,8,5,6,6,5,1,1
43,1,2,0,0,24,3,25,35,30,10,0,0,1,6,5,7,5,5,2,4
43,1,2,0,0,24,3,25,35,30,10,0,0,1,7,6,5,7,3,5,2
43,1,2,0,0,24,3,25,35,30,10,0,0,0,5,6,6,4,7,6,2
43,1,2,0,0,24,3,25,35,30,10,0,0,0,4,4,5,4,6,5,2
43,1,2,0,0,24,3,25,35,30,10,0,0,0,3,4,7,3,7,1,2
43,1,2,0,0,24,3,25,35,30,10,0,0,1,6,6,6,6,5,3,2
43,1,2,0,0,24,3,25,35,30,10,0,0,0,5,6,7,4,4,3,1
43,1,2,0,1,24,3,25,35,30,10,0,0,0,4,4,7,3,6,4,3
43,1,2,0,0,24,3,25,35,30,10,0,0,0,6,5,5,6,7,2,2
43,1,2,0,0,24,3,25,35,30,10,0,0,1,7,4,7,3,7,5,1
43,1,2,0,0,24,3,25,35,30,10,0,0,1,6,5,5,4,5,4,4
43,1,2,0,0,24,3,25,35,30,10,0,0,0,4,6,7,3,6,4,1
43,1,2,0,0,24,3,25,35,30,10,0,0,0,4,6,7,6,7,2,2
43,1,2,0,1,24,3,25,35,30,10,0,0,0,3,7,7,7,5,3,4
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,6,7,8,6,7,7,8
44,1,2,1,1,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,6,7,6,6,8,5,5
44,1,2,1,1,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,8,8,8,10,7,8,8
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,5,7,8,7,8,8,6
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,7,6,6,7,5,4,6
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,8,7,7,8,7,7,7
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,9,7,7,7,6,5,6
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,5,5,5,5,6,5,5
44,1,2,1,1,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,7,6,7,6,7,5,5
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,7,7,7,7,6,7,7
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,9,7,7,6,7,7,7
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,7,6,6,7,7,8,8
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,6,7,7,6,6,8,6
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,8,7,8,7,6,6,8
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,8,7,8,NA,8,6,7
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,7,7,7,5,6,7,8
44,1,2,1,1,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,5,5,6,5,7,5,5
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,7,6,6,7,6,5,6
44,1,2,0,0,24,7,20.8333333333333,12.5,20.8333333333333,20.8333333333333,12.5,12.5,1,8,5,5,5,5,4,5
45,1,2,0,0,28,7,25,15,25,15,0,20,1,7,8,8,7,9,6,7
45,1,2,1,1,28,7,25,15,25,15,0,20,1,7,7,7,5,6,5,5
45,1,2,1,1,28,7,25,15,25,15,0,20,1,7,8,7,6,6,6,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,6,6,6,6,5,5,6
45,1,2,0,0,28,7,25,15,25,15,0,20,1,7,6,6,7,6,6,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,7,6,8,7,6,7,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,8,8,7,8,6,7,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,7,7,7,6,6,6,7
45,1,2,1,1,28,7,25,15,25,15,0,20,1,8,8,6,7,6,6,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,6,6,6,6,6,5,6
45,1,2,0,0,28,7,25,15,25,15,0,20,1,9,8,8,7,8,6,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,9,8,8,8,8,7,7
45,1,2,0,0,28,7,25,15,25,15,0,20,0,6,5,7,5,7,5,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,7,7,7,7,7,7,7
45,1,2,1,1,28,7,25,15,25,15,0,20,1,8,6,7,6,7,7,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,7,7,8,7,7,7,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,6,7,6,6,5,6,7
45,1,2,0,0,28,7,25,15,25,15,0,20,1,6,6,7,9,7,7,7
45,1,2,0,0,28,7,25,15,25,15,0,20,0,5,7,5,5,6,5,7
46,1,2,0,0,26,7,20,35,20,10,10,5,0,6,7,10,8,9,8,6
46,1,2,0,1,26,7,20,35,20,10,10,5,0,5,8,5,5,6,5,5
46,1,2,0,1,26,7,20,35,20,10,10,5,0,6,8,9,8,8,9,6
46,1,2,0,1,26,7,20,35,20,10,10,5,0,7,8,8,8,7,9,5
46,1,2,0,0,26,7,20,35,20,10,10,5,1,10,8,7,8,7,8,6
46,1,2,0,0,26,7,20,35,20,10,10,5,1,10,9,9,10,7,8,7
46,1,2,1,1,26,7,20,35,20,10,10,5,1,9,8,8,8,7,9,7
